"URL","Filetype","Title","Top keyword","Traffic","Traffic value","Keywords","Top keyword: Volume"
"https://fileinfo.com/extension/g3","g3","G3 File - What is a .g3 file and how do I open it?","what is a g3","5","0.7","3","200"
"https://fileinfo.com/extension/duc","duc","DUC File Extension","duc to sav","5","0","2","50"
"https://fileinfo.com/extension/pig","pig","PIG File Extension","pig fule","5","","3","30"
"https://fileinfo.com/extension/wii","wii","WII File - What is a .wii file and how do I open it?","wii formats","5","0","18","30"
"https://fileinfo.com/extension/dfu","dfu","DFU File Extension","dfu file","5","0","5","40"
"https://fileinfo.com/extension/lk12","lk12","LK12 File Extension","lk12","5","10.46","1","250"
"https://fileinfo.com/extension/lol","lol","LOL File - What is a .lol file and how do I open it?","lol file","5","0","8","10"
"https://fileinfo.com/extension/lfs","lfs","LFS File - What is an .lfs file and how do I open it?","lfs file","5","0","3","60"
"https://fileinfo.com/extension/cpgz","cpgz","CPGZ File Extension",".cpgz file","5","0","22","80"
"https://fileinfo.com/extension/xgm","xgm","How to open an XGM file","xgm","5","0","1","150"
"https://fileinfo.com/extension/ozip","ozip","OZIP File - What is an .ozip file and how do I open it?","ozip","5","","1","30"
"https://fileinfo.com/extension/ffil","ffil","FFIL File - Mac Font Suitcase","ffil file","5","0","2","10"
"https://fileinfo.com/extension/fsm","fsm","FSM File - What is an .fsm file and how do I open it?","fsm","5","11.54","7","19000"
"https://fileinfo.com/extension/drc","drc","DRC File - What is a .drc file and how do I open it?","drc file","5","0","5","20"
"https://fileinfo.com/extension/qmdl","qmdl","How to open a QMDL file - FileInfo.com","qmdl","5","","1","80"
"https://fileinfo.com/extension/rodx","rodx","RODX File Extension","rodx","5","0","1","150"
"https://fileinfo.com/extension/bvr","bvr","BVR File - What is a .bvr file and how do I open it?","bvr file","5","0","3","20"
"https://fileinfo.com/extension/sqz","sqz","SQZ File - What is an .sqz file and how do I open it?","sqz file","5","","2","20"
"https://fileinfo.com/extension/rgb","rgb","RGB File - What is an .rgb file and how do I open it?","rgb file","5","0","16","90"
"https://fileinfo.com/extension/cbu","cbu","CBU File Extension","cbu file","5","0","4","30"
"https://fileinfo.com/extension/lzp","lzp","LZP File - What is an .lzp file and how do I open it?","lzp file","5","0","3","20"
"https://fileinfo.com/extension/mws","mws","MWS File - What is an .mws file and how do I open it?","how to open mws file","5","14.1","5","50"
"https://fileinfo.com/extension/wdmon","wdmon","What is a .wdmon file and how do I open it?","wdmon","5","0","5","20"
"https://fileinfo.com/extension/qph","qph","QPH File Extension","qph","5","5.56","1","300"
"https://fileinfo.com/extension/gsc","gsc","GSC File - What is a .gsc file and how do I open it? - FileInfo.com","what is a gsc file","5","0","7","30"
"https://fileinfo.com/extension/pobj","pobj","POBJ File Extension","pobj","5","0","1","30"
"https://fileinfo.com/extension/indl","indl","INDL File Extension - Adobe InDesign Library","indl","5","0","2","250"
"https://fileinfo.com/extension/pip","pip","PIP File - What is a .pip file and how do I open it?","pip file","5","0.01","7","100"
"https://fileinfo.com/extension/gct","gct","GCT File Extension","gct file","5","0.43","10","70"
"https://fileinfo.com/extension/cif","cif","CIF File Extension","cif file","5","0.01","10","250"
"https://fileinfo.com/extension/xdp","xdp","XDP File Extension","xdp file","5","0","5","40"
"https://fileinfo.com/extension/crs","crs","CRS File - What is a .crs file and how do I open it?","crs file","5","0","6","40"
"https://fileinfo.com/extension/msbt","msbt","What is an .msbt file and how do I open it?","msbt editor","5","0","5","60"
"https://fileinfo.com/extension/mspx","mspx","MSPX File Extension - Microsoft ASP.NET Web Page","mspx","5","0","1","40"
"https://fileinfo.com/extension/for","for","FOR File - What is a .for file and how do I open it?","for file","5","0","2","20"
"https://fileinfo.com/extension/wkt","wkt","WKT File Extension","wkt file","5","0","7","30"
"https://fileinfo.com/extension/smm","smm","SMM File Extension","read smm file","5","","2","30"
"https://fileinfo.com/extension/hcr","hcr","HCR File Extension - FileInfo.com","hcr files","5","0.01","5","30"
"https://fileinfo.com/extension/xql","xql","XQL File - What is an .xql file and how do I open it?","xql","5","0","1","150"
"https://fileinfo.com/extension/sha1","sha1","SHA1 File Extension - FileInfo.com","sha1-checksum","5","21.18","32","70"
"https://fileinfo.com/extension/sdp","sdp","SDP File Extension","sdp file","5","0","6","40"
"https://fileinfo.com/extension/rp","rp","RP File - What is an .rp file and how do I open it?",".rp file","5","0","6","30"
"https://fileinfo.com/extension/rmf","rmf","RMF File Extension - FileInfo.com","rmf files","5","0.07","5","30"
"https://fileinfo.com/extension/hog","hog","HOG File - What is a .hog file and how do I open it?","file hog","5","0","3","40"
"https://fileinfo.com/extension/njx","njx","NJX File Extension - NJStar Document","njx","5","0","1","50"
"https://fileinfo.com/extension/peg","peg","PEG File - What is a .peg file and how do I open it?","peg extension","5","0","6","70"
"https://fileinfo.com/extension/afpk","afpk","AFPK File Extension - FileInfo.com","what is an afpk file","5","0","3","20"
"https://fileinfo.com/extension/ta0","ta0","TA0 File Extension","ta0","5","3.35","4","100"
"https://fileinfo.com/extension/umap","umap","UMAP File - What is a .umap file and how do I open it?",".umap file","5","0","6","20"
"https://fileinfo.com/extension/rsdk","rsdk","RSDK File Extension","rsdk","5","0","7","60"
"https://fileinfo.com/extension/roxio","roxio","ROXIO File Extension","riox file","5","0.17","5","50"
"https://fileinfo.com/extension/cmake","cmake","CMAKE File Extension","cmake file","5","0","11","350"
"https://fileinfo.com/extension/pc3","pc3","PC3 File Extension","pc3 file","5","0","5","40"
"https://fileinfo.com/extension/tbz2","tbz2","TBZ2 File Extension","tbz2","5","0","2","30"
"https://fileinfo.com/extension/hyv","hyv","HYV File - What is an .hyv file and how do I open it?","hyv","5","2.49","4","1800"
"https://fileinfo.com/extension/eft","eft","EFT File - What is an .eft file and how do I open it?","eft file","5","0.72","9","300"
"https://fileinfo.com/extension/jet","jet","JET File - What is a .jet file and how do I open it?","jet file","5","3.25","6","40"
"https://fileinfo.com/extension/bifx","bifx","BIFX File Extension - Get Backup Project","bifx","5","","2","150"
"https://fileinfo.com/extension/odin","odin","ODIN File Extension - FileInfo.com","odin file extension","5","0","2","30"
"https://fileinfo.com/extension/pgf","pgf","PGF File Extension","pgf file","5","3.43","5","30"
"https://fileinfo.com/extension/sb2","sb2","SB2 File Extension","scratch 2.0 projects are saved with the extension","5","0","21","50"
"https://fileinfo.com/extension/cwp","cwp","CWP File Extension","cwp file","5","0","5","20"
"https://fileinfo.com/extension/psm1","psm1","PSM1 File Extension","psm1 file","5","0.16","8","80"
"https://fileinfo.com/extension/cvg","cvg","CVG File - What is a .cvg file and how do I open it?","cvg file","5","0","2","50"
"https://fileinfo.com/extension/uzed","uzed","UZED File Extension","uzed file","5","5.46","3","20"
"https://fileinfo.com/extension/f4a","f4a","F4A File Extension","f4a","5","0","2","700"
"https://fileinfo.com/extension/adr","adr","ADR File - What is an .adr file and how do I open it?","adr files","5","0","4","40"
"https://fileinfo.com/extension/rod","rod","ROD File Extension","rod file","5","","5","20"
"https://fileinfo.com/extension/dii","dii","DII File - What is a .dii file and how do I open it?","dii file","5","0","5","20"
"https://fileinfo.com/extension/taz","taz","TAZ File Extension","taz","5","2.89","3","26000"
"https://fileinfo.com/extension/ac","ac","AC File Extension","what is ac file","5","0","6","60"
"https://fileinfo.com/extension/dix","dix","DIX File Extension","dix files","5","","1","90"
"https://fileinfo.com/extension/tzx","tzx","TZX File - What is a .tzx file and how do I open it?","tzx","5","0","1","80"
"https://fileinfo.com/extension/hus","hus","HUS File Extension","hus embroidery","5","1.05","3","150"
"https://fileinfo.com/extension/xdl","xdl","XDL File - What is an .xdl file and how do I open it?","xdl","5","0","2","400"
"https://fileinfo.com/extension/appxmanifest","appxmanifest","What is an .appxmanifest file and how do I open it?","appxmanifest","5","0","7","60"
"https://fileinfo.com/extension/ros","ros","ROS File Extension","how to open ros files","5","0","3","70"
"https://fileinfo.com/extension/hwt","hwt","HWT File - Huawei EMUI Theme - FileInfo.com",".hwt","5","0.01","8","80"
"https://fileinfo.com/extension/gml","gml","GML File Extension","gml files","5","0.01","20","70"
"https://fileinfo.com/extension/rmp","rmp","RMP File - What is an .rmp file and how do I open it?","rmp extension","5","0.01","6","40"
"https://fileinfo.com/extension/jasper","jasper","JASPER File Extension","jasper file","5","0.05","19","20"
"https://fileinfo.com/extension/ndif","ndif","NDIF File - What is an .ndif file and how do I open it?","ndif","5","0.8","1","40"
"https://fileinfo.com/extension/sad","sad","SAD File - What is a .sad file and how do I open it?","sad file","5","","2","90"
"https://fileinfo.com/extension/ppx","ppx","PPX File Extension","how to open a ppx file","5","0.07","4","90"
"https://fileinfo.com/extension/pyproj","pyproj","PYPROJ File - Visual Studio Python Project","pyproj","5","0","1","150"
"https://fileinfo.com/extension/oggu","oggu","OGGU File Extension","oggu","5","0","2","40"
"https://fileinfo.com/extension/amxd","amxd","AMXD File Extension",".amxd","5","0.01","5","30"
"https://fileinfo.com/extension/hstx","hstx","HSTX File - 3hs Theme Extensible","3hs 3ds","5","","8","50"
"https://fileinfo.com/extension/mbb","mbb","MBB File Extension","esbk.mb file","5","0","9","20"
"https://fileinfo.com/extension/ent","ent","ENT File Extension","open ent","5","","1","70"
"https://fileinfo.com/extension/code-workspace","code-workspace","CODE-WORKSPACE File Extension","code-workspace","5","4.52","29","100"
"https://fileinfo.com/extension/req","req","REQ File - What is a .req file and how do I open it?","req.files","5","0","7","80"
"https://fileinfo.com/extension/ndx","ndx","NDX File - What is an .ndx file and how do I open it?","ndx file","5","0.02","7","20"
"https://fileinfo.com/extension/proj","proj","PROJ File - What is a .proj file and how do I open it?","proj","5","2.01","7","100"
"https://fileinfo.com/extension/pim","pim","PIM File Extension","pim-file","5","24.92","5","40"
"https://fileinfo.com/extension/mbf","mbf","MBF File - What is an .mbf file and how do I open it?",".mbf file","5","0","7","20"
"https://fileinfo.com/extension/ubj","ubj","UBJ File - What is a .ubj file and how do I open it?","ubj","5","0","2","300"
"https://fileinfo.com/extension/h5b","h5b","H5B File Extension","h5b","5","0","1","30"
"https://fileinfo.com/extension/sem","sem","SEM File - What is a .sem file and how do I open it?","sem file","5","0","1","30"
"https://fileinfo.com/extension/icdb","icdb","What is an .icdb file and how do I open it?","icdb","5","0","3","450"
"https://fileinfo.com/extension/tscn","tscn","TSCN File Extension","tscn file","5","0","2","30"
"https://fileinfo.com/extension/ti","ti","TI File - What is a .ti file and how do I open it?","ti.file","5","0","10","20"
"https://fileinfo.com/extension/xdf","xdf","XDF File Extension - FileInfo.com","xdf","5","1.76","3","2800"
"https://fileinfo.com/extension/wsdl","wsdl","WSDL File Extension","wsdl","5","7.84","14","4600"
"https://fileinfo.com/extension/8svx","8svx","What is an .8svx file and how do I open it?","8svx","5","","2","30"
"https://fileinfo.com/extension/jlqm","jlqm","What is a .jlqm file and how do I open it?","jlqm file","5","","1","30"
"https://fileinfo.com/extension/vbox","vbox","What is a .vbox file and how do I open it?","vbox","5","0.47","30","400"
"https://fileinfo.com/extension/chw","chw","CHW File Extension","chw file","5","0","3","40"
"https://fileinfo.com/extension/av1","av1","What is an .av1 file and how do I open it?","what is av1 video extension","5","0.03","30","150"
"https://fileinfo.com/extension/pmg","pmg","PMG File - What is a .pmg file and how do I open it?","unlock.pmg files","5","7.06","8","300"
"https://fileinfo.com/extension/cxi","cxi","CXI File - What is a .cxi file and how do I open it?","cxi to cia","5","0","22","50"
"https://fileinfo.com/extension/cdoc","cdoc","CDOC File - What is a .cdoc file and how do I open it?","cdoc","5","0","1","80"
"https://fileinfo.com/extension/xoml","xoml","XOML File Extension","xoml","5","1.16","1","20"
"https://fileinfo.com/extension/cdc","cdc","CDC File - What is a .cdc file and how do I open it?","file extension cdc","5","0","4","20"
"https://fileinfo.com/extension/fqc","fqc","FQC File - What is an .fqc file and how do I open it?","what is fqc android","5","0","7","50"
"https://fileinfo.com/extension/tdt","tdt","TDT File - What is a .tdt file and how do I open it?","tdt file","5","0","7","30"
"https://fileinfo.com/extension/mtz","mtz","MTZ File Extension","mtz file","5","0.03","16","30"
"https://fileinfo.com/extension/tts","tts","TTS File - What is a .tts file and how do I open it?","what is a .tts file","5","","5","20"
"https://fileinfo.com/extension/caj","caj","CAJ File - What is a .caj file and how do I open it?","caj reader","5","0","7","40"
"https://fileinfo.com/extension/nmmm","nmmm","NMMM File Extension","nmmm","5","0.17","4","600"
"https://fileinfo.com/extension/qcow","qcow","QCOW File Extension","qcow","5","0","2","150"
"https://fileinfo.com/extension/if","if","IF File - What is an .if file and how do I open it?","what is an if file","5","0","3","30"
"https://fileinfo.com/extension/pof","pof","How to open a POF file","pof files","5","0.05","14","50"
"https://fileinfo.com/extension/fspy","fspy","FSPY File - What is an .fspy file and how do I open it?","fspy","5","0","6","300"
"https://fileinfo.com/extension/modd","modd","MODD File - What is a .modd file and how do I open it?","what is a modd file","5","0","6","50"
"https://fileinfo.com/extension/vnt","vnt","VNT File Extension","what is a.vnt file","5","0","3","20"
"https://fileinfo.com/extension/wc3","wc3","What is a .wc3 file and how do I open it?","pkhex mystery gift import","5","0","11","70"
"https://fileinfo.com/extension/wlx","wlx","WLX File - What is a .wlx file and how do I open it? - FileInfo.com","wlx app for pc","5","0.98","3","60"
"https://fileinfo.com/extension/mel","mel","MEL File - Maya Embedded Language Script","maxya mel","5","0.06","12","90"
"https://fileinfo.com/extension/rton","rton","How to open an RTON file - FileInfo.com","rton to json","5","0","3","60"
"https://fileinfo.com/extension/artwork","artwork","ARTWORK File Extension","artwork file","5","0","3","30"
"https://fileinfo.com/extension/nuspec","nuspec","NUSPEC File Extension","nuspec file","5","0","7","150"
"https://fileinfo.com/extension/scala","scala","SCALA File - What is an .scala file and how do I open it?","scala file extension","4","0","9","50"
"https://fileinfo.com/extension/ttl","ttl","TTL File - What is a .ttl file and how do I open it?",".ttl file","4","0","4","70"
"https://fileinfo.com/extension/exs","exs","EXS File Extension - FileInfo.com",".exs files","4","0.04","4","20"
"https://fileinfo.com/extension/ron","ron","RON File - What is a .ron file and how do I open it?","ron files","4","0","5","30"
"https://fileinfo.com/extension/hx","hx","HX File - What is an .hx file and how do I open it? - FileInfo.com","hxfile","4","0.32","5","250"
"https://fileinfo.com/extension/civ5mod","civ5mod","CIV5MOD File Extension",".civ5mod","4","0","6","20"
"https://fileinfo.com/extension/bmk","bmk","BMK File - What is a .bmk file and how do I open it?","bmk","4","3.49","5","1100"
"https://fileinfo.com/extension/mom","mom","MOM File - What is a .mom file and how do I open it?","open mom","4","0","8","30"
"https://fileinfo.com/extension/pez","pez","PEZ File Extension - Prezi Desktop Presentation","pez files","4","0","5","30"
"https://fileinfo.com/extension/vdx","vdx","VDX File Extension","vdx file","4","2.29","6","50"
"https://fileinfo.com/extension/cskin","cskin","What is a .cskin file and how do I open it?","cskin","4","1.09","1","100"
"https://fileinfo.com/extension/ix","ix","IX File - What is an .ix file and how do I open it?","ix files","4","1.38","3","20"
"https://fileinfo.com/extension/dart","dart","DART File - What is a .dart file and how do I open it?","dart file extension","4","0","11","20"
"https://fileinfo.com/extension/sdx","sdx","SDX File Extension","what is an sdx file","4","0","8","20"
"https://fileinfo.com/extension/ams","ams","AMS File Extension","ams file","4","3.57","13","10"
"https://fileinfo.com/extension/cir","cir","CIR File Extension - Micro-Cap Schematic","cir file","4","0","3","40"
"https://fileinfo.com/extension/cpio","cpio","CPIO File - What is a .cpio file and how do I open it?","cpio file","4","0","8","30"
"https://fileinfo.com/extension/iix","iix","IIX File - What is a .iix file and how do I open it?","iix file","4","0","4","50"
"https://fileinfo.com/extension/frt","frt","FRT File - What is an .frt file and how do I open it?","frt","4","1.21","9","150"
"https://fileinfo.com/extension/bimx","bimx","BIMX File Extension - FileInfo.com","bimx","4","3.87","4","70"
"https://fileinfo.com/extension/testrunconfig","testrunconfig","What is a .testrunconfig file and how do I open it?",".testrunconfig","4","0","2","20"
"https://fileinfo.com/extension/phtml","phtml","PHTML File Extension","phtml","4","0","2","40"
"https://fileinfo.com/extension/fp7","fp7","FP7 File - What is an .fp7 file and how do I open it?","fp7 file","4","0","2","40"
"https://fileinfo.com/extension/accde","accde","ACCDE File Extension","accde","4","0","6","50"
"https://fileinfo.com/extension/rc","rc","RC File Extension",".rc file","4","0","15","40"
"https://fileinfo.com/extension/jsfl","jsfl","JSFL File - What is a .jsfl file and how do I open it?","jsfl","4","0","2","60"
"https://fileinfo.com/extension/vmss","vmss","VMSS File Extension - FileInfo.com","vmss","4","3.53","4","100"
"https://fileinfo.com/extension/moi","moi","MOI File - What is a .moi file and how do I open it?","moi. file","4","0","6","40"
"https://fileinfo.com/extension/crt","crt","CRT File - What is a .crt file and how do I open it?","what is a .crt file","4","0.05","23","100"
"https://fileinfo.com/extension/b6i","b6i","B6I File - What is a .b6i file and how do I open it?","b6i files","4","","1","20"
"https://fileinfo.com/extension/hlsl","hlsl","HLSL File - What is an .hlsl file and how do I open it?","hlsl","4","0","1","250"
"https://fileinfo.com/extension/mjpeg","mjpeg","MJPEG File Extension","m jpeg format","4","0.14","14","50"
"https://fileinfo.com/extension/pbi","pbi","PBI File Extension - PC BSD Installer Package","pbi file","4","0","5","20"
"https://fileinfo.com/extension/architect","architect","ARCHITECT File Extension","architect file","4","0.4","8","20"
"https://fileinfo.com/extension/pxp","pxp","PXP File - What is a .pxp file and how do I open it?","pxp files","4","0","3","40"
"https://fileinfo.com/extension/patch","patch","PATCH File Extension","how to open patch file","4","1.9","17","20"
"https://fileinfo.com/extension/q9q","q9q","Q9Q File Extension","q9q","4","","1","60"
"https://fileinfo.com/extension/wpp","wpp","WPP File - What is a .wpp file and how do I open it?","wwp file","4","2.13","11","250"
"https://fileinfo.com/extension/v64","v64","V64 File Extension","v64","4","0","4","150"
"https://fileinfo.com/extension/qrc","qrc","QRC File Extension - FileInfo.com","qrc","4","0.31","7","70"
"https://fileinfo.com/extension/llm","llm","LLM File - What is an .llm file and how do I open it?","llm file","4","0","2","20"
"https://fileinfo.com/extension/nessus","nessus","NESSUS File Extension",".nessus file","4","28.85","10","30"
"https://fileinfo.com/extension/shipworld","shipworld","SHIPWORLD File Extension","starbound shipworld editor","4","0","11","40"
"https://fileinfo.com/extension/wpc","wpc","WPC File - What is a .wpc file and how do I open it?","what is a wpc file","4","0.31","5","20"
"https://fileinfo.com/extension/rso","rso","RSO File - What is an .rso file and how do I open it?","rso sound files","4","0","4","20"
"https://fileinfo.com/extension/ssa","ssa","SSA File - What is an .ssa file and how do I open it?",".ssa file","4","0.71","18","60"
"https://fileinfo.com/extension/rvdata2","rvdata2","RVDATA2 File Extension",".rvdata2","4","0","2","60"
"https://fileinfo.com/extension/rfp","rfp","RFP File - What is an .rfp file and how do I open it?","open rfp file","4","","1","40"
"https://fileinfo.com/extension/mnt","mnt","MNT File - What is an .mnt file and how do I open it?",".mnt file","4","0","3","20"
"https://fileinfo.com/extension/lisp","lisp","LISP File - What is a .lisp file and how do I open it?","lisp file extension","4","0","7","40"
"https://fileinfo.com/extension/psarc","psarc","PSARC File Extension","psarc","4","0","2","100"
"https://fileinfo.com/extension/ctm","ctm","CTM File Extension","ctm file","4","0","5","40"
"https://fileinfo.com/extension/mai","mai","MAI File - What is a .mai file and how do I open it?","mai files","4","0","2","30"
"https://fileinfo.com/extension/wal","wal","WAL File Extension","wal file","4","0","7","70"
"https://fileinfo.com/extension/env","env","ENV File Extension",".env file format","4","0","27","150"
"https://fileinfo.com/extension/xpj","xpj","XPJ File - What is an .xpj file and how do I open it?","xpj","4","","1","40"
"https://fileinfo.com/extension/f95","f95","F95 File - What is an .f95 file and how do I open it? - FileInfo.com","f95","4","0","4","600"
"https://fileinfo.com/extension/rzs","rzs","RZS File - What is an .rzs file and how do I open it?","rzs","4","0.59","1","350"
"https://fileinfo.com/extension/rgba","rgba","RGBA File - What is an .rgba file and how do I open it?","rgba image","4","0","8","30"
"https://fileinfo.com/extension/sprite","sprite","SPRITE File - What is an .sprite file and how do I open it?","sprite file","4","0","20","20"
"https://fileinfo.com/extension/ovolog","ovolog","What is an .ovolog file and how do I open it?","oovoo log","4","0.25","8","80"
"https://fileinfo.com/extension/bak2","bak2","BAK2 File Extension","bak2","4","3.01","1","40"
"https://fileinfo.com/extension/rmj","rmj","RMJ File - What is an .rmj file and how do I open it?","rmj files","4","0","2","40"
"https://fileinfo.com/extension/pr","pr","PR File - What is a .pr file and how do I open it?","pr file","4","0","3","50"
"https://fileinfo.com/extension/xaf","xaf","XAF File - What is a .xaf file and how do I open it? - FileInfo.com",".xaf file","4","0","6","50"
"https://fileinfo.com/extension/1sc","1sc","How to open a 1SC file","1sc","4","19.68","1","80"
"https://fileinfo.com/extension/hz","hz","HZ File - What is an .hz file and how do I open it?","open.hz","4","2.62","5","40"
"https://fileinfo.com/extension/sc2replay","sc2replay","What is an .sc2replay file and how do I open it?","where are starcraft 2 replays saved","4","0.07","13","30"
"https://fileinfo.com/extension/dcs","dcs","DCS File - What is a .dcs file and how do I open it?","dcs view","4","0.01","5","30"
"https://fileinfo.com/extension/jng","jng","JNG File Extension - JPEG Network Graphic","jng file","4","0.02","4","30"
"https://fileinfo.com/extension/rpd","rpd","RPD File Extension",".rpd file","4","0","4","30"
"https://fileinfo.com/extension/mqo","mqo","MQO File - Metasequoia Document","mqo files","4","0","3","20"
"https://fileinfo.com/extension/serato-stems","serato-stems","SERATO-STEMS File Extension","serato stems","4","2.3","14","2400"
"https://fileinfo.com/extension/x4k","x4k","X4K File Extension","x4k","4","","1","100"
"https://fileinfo.com/extension/plx","plx","PLX File Extension","how to open plx files","4","0","5","30"
"https://fileinfo.com/extension/npv4","npv4","NPV4 File Extension - FileInfo.com","config npv4","4","0","12","70"
"https://fileinfo.com/extension/kdenlive","kdenlive","What is a .kdenlive file and how do I open it?","kdenlive","4","0.82","9","150"
"https://fileinfo.com/extension/bfres","bfres","BFRES File Extension","bfres extractor","4","","2","20"
"https://fileinfo.com/extension/ffx","ffx","FFX File - What is an .ffx file and how do I open it?","ffx file","4","15.12","3","40"
"https://fileinfo.com/extension/fd","fd","FD File - What is an .fd file and how do I open it? - FileInfo.com","fd file","4","0","5","60"
"https://fileinfo.com/extension/gp4","gp4","What is a .gp4 file and how do I open it?","gp4 file","4","0.37","5","30"
"https://fileinfo.com/extension/brl","brl","BRL File - What is a .brl file and how do I open it?","brl notetaker","4","0","7","60"
"https://fileinfo.com/extension/vst3","vst3","What is a .vst3 file and how do I open it?",".vst3","4","3.03","16","10"
"https://fileinfo.com/extension/c9r","c9r","C9R File Extension - Cryptomator Encrypted Data","c9r","4","0","1","40"
"https://fileinfo.com/extension/vpol","vpol","What is a .vpol file and how do I open it?","vpol","4","","1","30"
"https://fileinfo.com/extension/sfs","sfs","SFS File - What is an .sfs file and how do I open it?","kerbal editor extensions","4","0","31","90"
"https://fileinfo.com/extension/mve","mve","MVE File Extension","play mve","4","","5","30"
"https://fileinfo.com/extension/mol2","mol2","MOL2 File - What is a .mol2 file and how do I open it?","mol2 file format","4","0","3","30"
"https://fileinfo.com/extension/mxv","mxv","MXV File - What is an .mxv file and how do I open it?","mxv container","4","0.07","4","70"
"https://fileinfo.com/extension/slb","slb","SLB File Extension - AutoCAD Slide Library","slb files","4","","2","20"
"https://fileinfo.com/extension/safariextz","safariextz","SAFARIEXTZ File Extension","safariextz install","4","","2","30"
"https://fileinfo.com/extension/zzzzz","zzzzz","ZZZZZ File - What is a .zzzzz file and how do I open it?",".zzzz file","4","0.06","4","20"
"https://fileinfo.com/extension/dep","dep","DEP File - What is a .dep file and how do I open it? - FileInfo.com","depfiles","4","0","9","20"
"https://fileinfo.com/extension/ppc","ppc","PPC File - What is a .ppc file and how do I open it? - FileInfo.com","ppc files","4","","1","20"
"https://fileinfo.com/extension/cetrainer","cetrainer","CETRAINER File Extension","cheattool.cetrainer","4","0","2","20"
"https://fileinfo.com/extension/pcr","pcr","PCR File - What is a .pcr file and how do I open it?","open pcr file","4","3.29","5","40"
"https://fileinfo.com/extension/mde","mde","MDE File Extension","mde file","4","3.11","9","20"
"https://fileinfo.com/extension/accdr","accdr","ACCDR File Extension","accdr","4","0","2","30"
"https://fileinfo.com/extension/323","323","323 File - What is a .323 file and how do I open it?","open323","4","0","2","20"
"https://fileinfo.com/extension/flatpak","flatpak","FLATPAK File Extension","flatpack","4","0.85","10","1000"
"https://fileinfo.com/extension/phl","phl","PHL File - What is a .phl file and how do I open it?","what is a phl file","4","0","4","20"
"https://fileinfo.com/extension/wp2","wp2","What is a .wp2 file and how do I open it?","wp2","4","5.23","3","350"
"https://fileinfo.com/extension/yft","yft","YFT File - What is a .yft file and how do I open it?","yft","4","1.56","4","450"
"https://fileinfo.com/extension/bpg","bpg","BPG File - What is a .bpg file and how do I open it?","bpg files","4","0","5","30"
"https://fileinfo.com/extension/shw","shw","SHW File Extension - FileInfo.com","open shw file","4","0","2","20"
"https://fileinfo.com/extension/uxf","uxf","UXF File Extension","what is uxf","4","0","3","30"
"https://fileinfo.com/extension/ax","ax","AX File Extension - DirectShow Filter","what is ax file","4","0.26","11","10"
"https://fileinfo.com/extension/dream","dream","DREAM File - What is a .dream file and how do I open it?",".dream files","4","0","2","50"
"https://fileinfo.com/extension/nkx","nkx","NKX File Extension","nkx file","4","0","3","20"
"https://fileinfo.com/extension/gslides","gslides","GSLIDES File - What is a .gslides file and how do I open it?","google slides file extension","4","0.44","6","30"
"https://fileinfo.com/extension/god","god","GOD File - What is a .god file and how do I open it?","format god","4","","1","60"
"https://fileinfo.com/extension/catdrawing","catdrawing","CATDRAWING File Extension","catdrawing","4","0.49","2","200"
"https://fileinfo.com/extension/dxs","dxs","DXS File - Deus Ex Saved Game","dxs file","4","0","2","30"
"https://fileinfo.com/extension/dbgsym","dbgsym","DBGSYM File - What is a .dbgsym file and how do I open it?","dbgsantm","4","0","2","30"
"https://fileinfo.com/extension/uf2","uf2","UF2 File - What is a .uf2 file and how do I open it?","uf2","4","2.29","1","150"
"https://fileinfo.com/extension/deh","deh","DEH File - What is a .deh file and how do I open it?","doom deh file","4","0","4","30"
"https://fileinfo.com/extension/aw","aw","AW File - What is an .aw file and how do I open it?",".aw file gamecube","4","0.12","7","30"
"https://fileinfo.com/extension/mir","mir","MIR File Extension","mir file","4","","1","50"
"https://fileinfo.com/extension/nxtheme","nxtheme","NXTHEME File Extension","nxthemes","4","","1","250"
"https://fileinfo.com/extension/pict","pict","PICT File - What is a .pict file and how do I open it?","pict file","4","0","8","30"
"https://fileinfo.com/extension/mtv","mtv","MTV File - What is an .mtv file and how do I open it?","format.mtv","4","0","13","20"
"https://fileinfo.com/extension/roku","roku","ROKU File - What is a .roku file and how do I open it?","tvupdate.roku","4","0.81","101","250"
"https://fileinfo.com/extension/blp","blp","BLP File - What is a .blp file and how do I open it?","wow blp","4","0","5","40"
"https://fileinfo.com/extension/tvs","tvs","TVS File - What is a .tvs file and how do I open it?","tvs video format","4","0.02","9","20"
"https://fileinfo.com/extension/xle","xle","XLE File - What is an .xle file and how do I open it?","xle file","4","0","4","20"
"https://fileinfo.com/extension/a52","a52","A52 File - What is an .a52 file and how do I open it?",".a52 file","4","","3","30"
"https://fileinfo.com/extension/fx","fx","FX File - What is an .fx file and how do I open it?","fx file","4","0","11","40"
"https://fileinfo.com/extension/service","service","SERVICE File - What is a .service file and how do I open it?",".service file","4","0","23","70"
"https://fileinfo.com/extension/aaui","aaui","AAUI File Extension","aaui adobe","4","0","2","20"
"https://fileinfo.com/extension/sqlitedb","sqlitedb","What is an .sqlitedb file and how do I open it?","open sqlitedb","4","0.69","9","50"
"https://fileinfo.com/extension/gmx","gmx","GMX File - What is a .gmx file and how do I open it?","gmx.exe","4","0.16","2","90"
"https://fileinfo.com/extension/mpeg1","mpeg1","MPEG1 File Extension","npeg1","4","3.3","11","70"
